,row_id,icd9_code,short_title,long_title
13071,13072,V0991,Infc mcrg drgrst mult,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance"
13072,13073,V1000,Hx of GI malignancy NOS,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified"
13073,13074,V1001,Hx of tongue malignancy,Personal history of malignant neoplasm of tongue
13074,13075,V1002,Hx-oral/pharynx malg NEC,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
13075,13076,V1003,Hx-esophageal malignancy,Personal history of malignant neoplasm of esophagus
13076,13077,V1004,Hx of gastric malignancy,Personal history of malignant neoplasm of stomach
13077,13078,V1005,Hx of colonic malignancy,Personal history of malignant neoplasm of large intestine
13078,13079,V1006,Hx-rectal & anal malign,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
13079,13080,V1007,Hx of liver malignancy,Personal history of malignant neoplasm of liver
13080,13081,V1009,Hx of GI malignancy NEC,Personal history of malignant neoplasm of other gastrointestinal tract
13081,13082,V1011,Hx-bronchogenic malignan,Personal history of malignant neoplasm of bronchus and lung
13082,13083,V1012,Hx-tracheal malignancy,Personal history of malignant neoplasm of trachea
13083,13084,V1020,Hx-resp org malignan NOS,"Personal history of malignant neoplasm of respiratory organ, unspecified"
13084,13085,V1021,Hx-laryngeal malignancy,Personal history of malignant neoplasm of larynx
13085,13086,V1022,Hx-nose/ear/sinus malig,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
13086,13087,V1029,Hx-intrathoracic mal NEC,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
13087,13088,V103,Hx of breast malignancy,Personal history of malignant neoplasm of breast
13088,13089,V1040,Hx-female genit malg NOS,"Personal history of malignant neoplasm of female genital organ, unspecified"
13089,13090,9094,Late eff cert ext cause,Late effect of certain other external causes
13090,13091,9095,Lte efct advrs efct drug,"Late effect of adverse effect of drug, medicinal or biological substance"
13091,13092,9099,Late eff exter cause NEC,Late effect of other and unspecified external causes
13092,13093,9100,Abrasion head,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
13093,13094,9101,Abrasion head-infected,"Abrasion or friction burn of face, neck, and scalp except eye, infected"
13094,13095,9102,Blister head,"Blister of face, neck, and scalp except eye, without mention of infection"
13095,13096,9103,Blister head-infected,"Blister of face, neck, and scalp except eye, infected"
13096,13097,9104,Insect bite head,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
13097,13098,9105,Insect bite head-infect,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected"
13098,13099,9106,Foreign body head,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection"
13099,13100,9107,Foreign body head-infect,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound, infected"
13100,13101,9108,Superfic inj head NEC,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
13101,13102,9109,Superf inj head NEC-inf,"Other and unspecified superficial injury of face, neck, and scalp, infected"
13102,13103,9110,Abrasion trunk,"Abrasion or friction burn of trunk, without mention of infection"
13103,13104,9111,Abrasion trunk-infected,"Abrasion or friction burn of trunk, infected"
13104,13105,9112,Blister trunk,"Blister of trunk, without mention of infection"
13105,13106,9113,Blister trunk-infected,"Blister of trunk, infected"
13106,13107,9114,Insect bite trunk,"Insect bite, nonvenomous of trunk, without mention of infection"
13107,13108,9115,Insect bite trunk-infec,"Insect bite, nonvenomous of trunk, infected"
13108,13109,9116,Foreign body trunk,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
13109,13110,9117,Foreign body trunk-infec,"Superficial foreign body (splinter) of trunk, without major open wound, infected"
13110,13111,9118,Superfic inj trunk NEC,"Other and unspecified superficial injury of trunk, without mention of infection"
13111,13112,9119,Superf inj trnk NEC-inf,"Other and unspecified superficial injury of trunk, infected"
13112,13113,9120,Abrasion shoulder/arm,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
13113,13114,9121,Abrasion shldr/arm-infec,"Abrasion or friction burn of shoulder and upper arm, infected"
13114,13115,9122,Blister shoulder & arm,"Blister of shoulder and upper arm, without mention of infection"
13115,13116,9123,Blister shoulder/arm-inf,"Blister of shoulder and upper arm, infected"
13116,13117,9124,Insect bite shoulder/arm,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection"
13117,13118,9125,Insect bite shld/arm-inf,"Insect bite, nonvenomous of shoulder and upper arm, infected"
13118,13119,9126,Foreign body shouldr/arm,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection"
13119,13120,9765,Pois-eye anti-infec/drug,Poisoning by eye anti-infectives and other eye drugs
13120,13121,9766,Poison-ent preparation,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
13121,13122,9767,Pois-topical dental drug,Poisoning by dental drugs topically applied
13122,13123,9768,Pois-skin/membr agnt NEC,Poisoning by other agents primarily affecting skin and mucous membrane
13123,13124,9769,Pois-skin/membr agnt NOS,Poisoning by unspecified agent primarily affecting skin and mucous membrane
13124,13125,9770,Poisoning-dietetics,Poisoning by dietetics
13125,13126,9771,Poison-lipotropic drugs,Poisoning by lipotropic drugs
13126,13127,9772,Poisoning-antidotes NEC,"Poisoning by antidotes and chelating agents, not elsewhere classified"
13127,13128,9773,Poison-alcohol deterrent,Poisoning by alcohol deterrents
13128,13129,9774,Pois-pharmaceut excipien,Poisoning by pharmaceutical excipients
13129,13130,9778,Poison-medicinal agt NEC,Poisoning by other specified drugs and medicinal substances
13130,13131,9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance
13131,13132,9780,Poisoning-bcg vaccine,Poisoning by BCG vaccine
13132,13133,9781,Pois-typh/paratyph vacc,Poisoning by typhoid and paratyphoid vaccine
13133,13134,9782,Poisoning-cholera vaccin,Poisoning by cholera vaccine
13134,13135,9783,Poisoning-plague vaccine,Poisoning by plague vaccine
13135,13136,9784,Poisoning-tetanus vaccin,Poisoning by tetanus vaccine
13136,13137,9785,Pois-diphtheria vaccine,Poisoning by diphtheria vaccine
13137,13138,9786,Pois-pertussis vaccine,"Poisoning by pertussis vaccine, including combinations with a pertussis component"
13138,13139,9788,Pois-bact vaccin NEC/NOS,Poisoning by other and unspecified bacterial vaccines
13139,13140,9789,Pois-mix bacter vaccines,"Poisoning by mixed bacterial vaccines, except combinations with a pertussis component"
13140,13141,9790,Poison-smallpox vaccine,Poisoning by smallpox vaccine
13141,13142,9791,Poison-rabies vaccine,Poisoning by rabies vaccine
13142,13143,9792,Poison-typhus vaccine,Poisoning by typhus vaccine
13143,13144,9793,Pois-yellow fever vaccin,Poisoning by yellow fever vaccine
13144,13145,9794,Poisoning-measles vaccin,Poisoning by measles vaccine
13145,13146,9795,Pois-poliomyelit vaccine,Poisoning by poliomyelitis vaccine
13146,13147,9796,Pois-viral/rick vacc NEC,Poisoning by other and unspecified viral and rickettsial vaccines
13147,13148,9797,Poisoning-mixed vaccine,"Poisoning by mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component"
13148,13149,9799,Pois-vaccine/biolog NEC,Poisoning by other and unspecified vaccines and biological substances
13149,13150,9800,Toxic eff ethyl alcohol,Toxic effect of ethyl alcohol
13150,13151,9801,Toxic eff methyl alcohol,Toxic effect of methyl alcohol
13151,13152,9802,Toxic eff isopropyl alc,Toxic effect of isopropyl alcohol
13152,13153,9803,Toxic effect fusel oil,Toxic effect of fusel oil
13153,13154,9808,Toxic effect alcohol NEC,Toxic effect of other specified alcohols
13154,13155,9809,Toxic effect alcohol NOS,Toxic effect of unspecified alcohol
13155,13156,981,Toxic eff petroleum prod,Toxic effect of petroleum products
13156,13157,9820,Toxic effect benzene,Toxic effect of benzene and homologues
13157,13158,9821,Toxic eff carbon tetrach,Toxic effect of carbon tetrachloride
13158,13159,9822,Toxic eff carbon disulfi,Toxic effect of carbon disulfide
13159,13160,9823,Tx ef cl-hydcarb slv NEC,Toxic effect of other chlorinated hydrocarbon solvents
13160,13161,E8721,Failure sterile infusion,Failure of sterile precautions during infusion or transfusion
13161,13162,E8722,Fail sterile perfusn NEC,Failure of sterile precautions during kidney dialysis and other perfusion
13162,13163,E8723,Fail sterile injection,Failure of sterile precautions during injection or vaccination
13163,13164,E8724,Fail sterile endoscopy,Failure of sterile precautions during endoscopic examination
13164,13165,9399,Foreign bdy gu tract NOS,Foreign body in unspecified site in genitourinary tract
13165,13166,9400,Chemical burn periocular,Chemical burn of eyelids and periocular area
13166,13167,9401,Burn periocular area NEC,Other burns of eyelids and periocular area
13167,13168,9402,Alkal burn cornea/conjun,Alkaline chemical burn of cornea and conjunctival sac
13168,13169,9403,Acid burn cornea/conjunc,Acid chemical burn of cornea and conjunctival sac
13169,13170,9404,Burn cornea/conjunct NEC,Other burn of cornea and conjunctival sac
13170,13171,9405,Burn w eyeball destruct,Burn with resulting rupture and destruction of eyeball
13171,13172,9409,Burn eye & adnexa NOS,Unspecified burn of eye and adnexa
13172,13173,94100,Burn NOS head-unspec,"Burn of unspecified degree of face and head, unspecified site"
13173,13174,94101,Burn NOS ear,Burn of unspecified degree of ear [any part]
13174,13175,94102,Burn NOS eye,"Burn of unspecified degree of eye (with other parts of face, head, and neck)"
13175,13176,94103,Burn NOS lip,Burn of unspecified degree of lip(s)
13176,13177,94104,Burn NOS chin,Burn of unspecified degree of chin
13177,13178,94105,Burn NOS nose,Burn of unspecified degree of nose (septum)
13178,13179,94106,Burn NOS scalp,Burn of unspecified degree of scalp [any part]
13179,13180,94107,Burn NOS face NEC,Burn of unspecified degree of forehead and cheek
13180,13181,94108,Burn NOS neck,Burn of unspecified degree of neck
13181,13182,94109,Burn NOS head-mult,"Burn of unspecified degree of multiple sites [except with eye] of face, head, and neck"
13182,13183,94110,1st deg burn head NOS,"Erythema [first degree] of face and head, unspecified site"
13183,13184,94111,1st deg burn ear,Erythema [first degree] of ear [any part]
13184,13185,94112,1st deg burn eye,"Erythema [first degree] of eye (with other parts face, head, and neck)"
13185,13186,94113,1st deg burn lip,Erythema [first degree] of lip(s)
13186,13187,94114,1st deg burn chin,Erythema [first degree] of chin
13187,13188,94115,1st deg burn nose,Erythema [first degree] of nose (septum)
13188,13189,94116,1st deg burn scalp,Erythema [first degree] of scalp [any part]
13189,13190,94117,1st deg burn face NEC,Erythema [first degree] of forehead and cheek
13190,13191,94118,1st deg burn neck,Erythema [first degree] of neck
13191,13192,94119,1st deg burn head-mult,"Erythema [first degree] of multiple sites [except with eye] of face, head, and neck"
13192,13193,94120,2nd deg burn head NOS,"Blisters, epidermal loss [second degree] of face and head, unspecified site"
13193,13194,94121,2nd deg burn ear,"Blisters, epidermal loss [second degree] of ear [any part]"
13194,13195,94122,2nd deg burn eye,"Blisters, epidermal loss [second degree] of eye (with other parts of face, head, and neck)"
13195,13196,94123,2nd deg burn lip,"Blisters, epidermal loss [second degree] of lip(s)"
13196,13197,94124,2nd deg burn chin,"Blisters, epidermal loss [second degree] of chin"
13197,13198,94125,2nd deg burn nose,"Blisters, epidermal loss [second degree] of nose (septum)"
13198,13199,94126,2nd deg burn scalp,"Blisters, epidermal loss [second degree] of scalp [any part]"
13199,13200,94127,2nd deg burn face NEC,"Blisters, epidermal loss [second degree] of forehead and cheek"
13200,13201,94128,2nd deg burn neck,"Blisters, epidermal loss [second degree] of neck"
13201,13202,94129,2nd deg burn head-mult,"Blisters, epidermal loss [second degree] of multiple sites [except with eye] of face, head, and neck"
13202,13203,94130,3rd deg burn head NOS,"Full-thickness skin loss [third degree, not otherwise specified] of face and head, unspecified site"
13203,13204,94131,3rd deg burn ear,"Full-thickness skin loss [third degree, not otherwise specified] of ear [any part]"
13204,13205,94132,3rd deg burn eye,"Full-thickness skin loss [third degree, not otherwise specified] of eye (with other parts of face, head, and neck)"
13205,13206,94133,3rd deg burn lip,"Full-thickness skin loss [third degree, not otherwise specified] of lip(s)"
13206,13207,94134,3rd deg burn chin,"Full-thickness skin loss [third degree, not otherwise specified] of chin"
13207,13208,94135,3rd deg burn nose,"Full-thickness skin loss [third degree, not otherwise specified] of nose (septum)"
13208,13209,94136,3rd deg burn scalp,"Full-thickness skin loss [third degree, not otherwise specified] of scalp [any part]"
13209,13210,94137,3rd deg burn face NEC,"Full-thickness skin loss [third degree, not otherwise specified] of forehead and cheek"
13210,13211,94138,3rd deg burn neck,"Full-thickness skin loss [third degree, not otherwise specified] of neck"
13211,13212,94139,3rd deg burn head-mult,"Full-thickness skin loss [third degree, not otherwise specified] of multiple sites [except with eye] of face, head, and neck"
13212,13213,9992,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified"
13213,13214,99931,Oth/uns inf-cen ven cath,Other and unspecified infection due to central venous catheter
13214,13215,99932,Blood inf dt cen ven cth,Bloodstream infection due to central venous catheter
13215,13216,99933,Lcl inf dt cen ven cth,Local infection due to central venous catheter
13216,13217,99934,"Ac inf fol trans,inf bld","Acute infection following transfusion, infusion, or injection of blood and blood products"
13217,13218,99939,Infect fol infus/inj/vac,"Infection following other infusion, injection, transfusion, or vaccination"
13218,13219,99941,Anaphyl d/t adm bld/prod,Anaphylactic reaction due to administration of blood and blood products
13219,13220,99942,Anaphyl react d/t vaccin,Anaphylactic reaction due to vaccination
13220,13221,99949,Anaph react d/t ot serum,Anaphylactic reaction due to other serum
13221,13222,99951,Ot serum react d/t blood,Other serum reaction due to administration of blood and blood products
13222,13223,99952,Ot serum react d/t vacc,Other serum reaction due to vaccination
13223,13224,99959,Other serum reaction,Other serum reaction
13224,13225,99960,Abo incompat react NOS,"ABO incompatibility reaction, unspecified"
13225,13226,99961,Abo incomp/HTR NEC,ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed
13226,13227,99962,Abo incompat/acute HTR,ABO incompatibility with acute hemolytic transfusion reaction
13227,13228,99963,Abo incompat/delay HTR,ABO incompatibility with delayed hemolytic transfusion reaction
13228,13229,99969,Abo incompat reactn NEC,Other ABO incompatibility reaction
13229,13230,99970,Rh incompat reaction NOS,"Rh incompatibility reaction, unspecified"
13230,13231,99971,Rh incomp/HTR NEC,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed
13231,13232,99972,Rh incompat/acute HTR,Rh incompatibility with acute hemolytic transfusion reaction
13232,13233,99973,Rh incompat/delay HTR,Rh incompatibility with delayed hemolytic transfusion reaction
13233,13234,99974,Rh incompat reaction NEC,Other Rh incompatibility reaction
13234,13235,99975,Non-abo incomp react NOS,"Non-ABO incompatibility reaction, unspecified"
13235,13236,99976,Non-abo incomp/HTR NEC,Non-ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed
13236,13237,99977,Non-abo incomp/acute HTR,Non-ABO incompatibility with acute hemolytic transfusion reaction
13237,13238,99978,Non-abo incomp/delay HTR,Non-ABO incompatibility with delayed hemolytic transfusion reaction
13238,13239,78724,"Dysphagia,pharyngoesoph","Dysphagia, pharyngoesophageal phase"
13239,13240,78729,Dysphagia NEC,Other dysphagia
13240,13241,7873,Flatul/eructat/gas pain,"Flatulence, eructation, and gas pain"
13241,13242,7874,Visible peristalsis,Visible peristalsis
13242,13243,7875,Abnormal bowel sounds,Abnormal bowel sounds
13243,13244,78760,Full incontinence-feces,Full incontinence of feces
13244,13245,78761,Incomplete defecation,Incomplete defecation
13245,13246,78762,Fecal smearing,Fecal smearing
13246,13247,78763,Fecal urgency,Fecal urgency
13247,13248,7877,Abnormal feces,Abnormal feces
13248,13249,78791,Diarrhea,Diarrhea
13249,13250,78799,Digestve syst symptm NEC,Other symptoms involving digestive system
13250,13251,7880,Renal colic,Renal colic
13251,13252,7881,Dysuria,Dysuria
13252,13253,78820,Retention urine NOS,"Retention of urine, unspecified"
13253,13254,78821,Incmplet bldder emptying,Incomplete bladder emptying
13254,13255,78829,Oth spcf retention urine,Other specified retention of urine
13255,13256,78830,Urinary incontinence NOS,"Urinary incontinence, unspecified"
13256,13257,78831,Urge incontinence,Urge incontinence
13257,13258,78832,Stress incontinence male,"Stress incontinence, male"
13258,13259,78833,Mixed incontinence,Mixed incontinence (male) (female)
13259,13260,78834,Incontnce wo sensr aware,Incontinence without sensory awareness
13260,13261,78835,Post-void dribbling,Post-void dribbling
13261,13262,78836,Nocturnal enuresis,Nocturnal enuresis
13262,13263,8056,Fx sacrum/coccyx-closed,Closed fracture of sacrum and coccyx without mention of spinal cord injury
13263,13264,8057,Fx sacrum/coccyx-open,Open fracture of sacrum and coccyx without mention of spinal cord injury
13264,13265,8058,Vertebral fx NOS-closed,Closed fracture of unspecified vertebral column without mention of spinal cord injury
13265,13266,8059,Vertebral fx NOS-open,Open fracture of unspecified vertebral column without mention of spinal cord injury
13266,13267,80600,C1-c4 fx-cl/cord inj NOS,Closed fracture of C1-C4 level with unspecified spinal cord injury
13267,13268,80601,C1-c4 fx-cl/com cord les,Closed fracture of C1-C4 level with complete lesion of cord
13268,13269,80602,C1-c4 fx-cl/ant cord syn,Closed fracture of C1-C4 level with anterior cord syndrome
13269,13270,80603,C1-c4 fx-cl/cen cord syn,Closed fracture of C1-C4 level with central cord syndrome
13270,13271,80604,C1-c4 fx-cl/cord inj NEC,Closed fracture of C1-C4 level with other specified spinal cord injury
13271,13272,80605,C5-c7 fx-cl/cord inj NOS,Closed fracture of C5-C7 level with unspecified spinal cord injury
13272,13273,80606,C5-c7 fx-cl/com cord les,Closed fracture of C5-C7 level with complete lesion of cord
13273,13274,80607,C5-c7 fx-cl/ant cord syn,Closed fracture of C5-C7 level with anterior cord syndrome
13274,13275,80608,C5-c7 fx-cl/cen cord syn,Closed fracture of C5-C7 level with central cord syndrome
13275,13276,80609,C5-c7 fx-cl/cord inj NEC,Closed fracture of C5-C7 level with other specified spinal cord injury
13276,13277,80610,C1-c4 fx-op/cord inj NOS,Open fracture of C1-C4 level with unspecified spinal cord injury
13277,13278,80611,C1-c4 fx-op/com cord les,Open fracture of C1-C4 level with complete lesion of cord
13278,13279,80612,C1-c4 fx-op/ant cord syn,Open fracture of C1-C4 level with anterior cord syndrome
13279,13280,80613,C1-c4 fx-op/cen cord syn,Open fracture of C1-C4 level with central cord syndrome
13280,13281,80614,C1-c4 fx-op/cord inj NEC,Open fracture of C1-C4 level with other specified spinal cord injury
13281,13282,80615,C5-c7 fx-op/cord inj NOS,Open fracture of C5-C7 level with unspecified spinal cord injury
13282,13283,80616,C5-c7 fx-op/com cord les,Open fracture of C5-C7 level with complete lesion of cord
13283,13284,80617,C5-c7 fx-op/ant cord syn,Open fracture of C5-C7 level with anterior cord syndrome
13284,13285,80618,C5-c7 fx-op/cen cord syn,Open fracture of C5-C7 level with central cord syndrome
13285,13286,80619,C5-c7 fx-op/cord inj NEC,Open fracture of C5-C7 level with other specified spinal cord injury
13286,13287,80620,T1-t6 fx-cl/cord inj NOS,Closed fracture of T1-T6 level with unspecified spinal cord injury
13287,13288,80621,T1-t6 fx-cl/com cord les,Closed fracture of T1-T6 level with complete lesion of cord
13288,13289,80622,T1-t6 fx-cl/ant cord syn,Closed fracture of T1-T6 level with anterior cord syndrome
13289,13290,80623,T1-t6 fx-cl/cen cord syn,Closed fracture of T1-T6 level with central cord syndrome
13290,13291,80624,T1-t6 fx-cl/cord inj NEC,Closed fracture of T1-T6 level with other specified spinal cord injury
13291,13292,80625,T7-t12 fx-cl/crd inj NOS,Closed fracture of T7-T12 level with unspecified spinal cord injury
13292,13293,80626,T7-t12 fx-cl/com crd les,Closed fracture of T7-T12 level with complete lesion of cord
13293,13294,80627,T7-t12 fx-cl/ant crd syn,Closed fracture of T7-T12 level with anterior cord syndrome
13294,13295,80628,T7-t12 fx-cl/cen crd syn,Closed fracture of T7-T12 level with central cord syndrome
13295,13296,80629,T7-t12 fx-cl/crd inj NEC,Closed fracture of T7-T12 level with other specified spinal cord injury
13296,13297,80630,T1-t6 fx-op/cord inj NOS,Open fracture of T1-T6 level with unspecified spinal cord injury
13297,13298,80631,T1-t6 fx-op/com cord les,Open fracture of T1-T6 level with complete lesion of cord
13298,13299,80632,T1-t6 fx-op/ant cord syn,Open fracture of T1-T6 level with anterior cord syndrome
13299,13300,80633,T1-t6 fx-op/cen cord syn,Open fracture of T1-T6 level with central cord syndrome
13300,13301,80634,T1-t6 fx-op/cord inj NEC,Open fracture of T1-T6 level with other specified spinal cord injury
13301,13302,80635,T7-t12 fx-op/crd inj NOS,Open fracture of T7-T12 level with unspecified spinal cord injury
13302,13303,80636,T7-t12 fx-op/com crd les,Open fracture of T7-T12 level with complete lesion of cord
13303,13304,80637,T7-t12 fx-op/ant crd syn,Open fracture of T7-T12 level with anterior cord syndrome
13304,13305,80638,T7-t12 fx-op/cen crd syn,Open fracture of T7-T12 level with central cord syndrome
13305,13306,80639,T7-t12 fx-op/crd inj NEC,Open fracture of T7-T12 level with other specified spinal cord injury
13306,13307,8064,Cl lumbar fx w cord inj,Closed fracture of lumbar spine with spinal cord injury
13307,13308,8065,Opn lumbar fx w cord inj,Open fracture of lumbar spine with spinal cord injury
13308,13309,80660,Fx sacrum-cl/crd inj NOS,Closed fracture of sacrum and coccyx with unspecified spinal cord injury
13309,13310,80661,Fx sacr-cl/cauda equ les,Closed fracture of sacrum and coccyx with complete cauda equina lesion
13310,13311,80662,Fx sacr-cl/cauda inj NEC,Closed fracture of sacrum and coccyx with other cauda equina injury
13311,13312,80669,Fx sacrum-cl/crd inj NEC,Closed fracture of sacrum and coccyx with other spinal cord injury
13312,13313,80670,Fx sacrum-op/crd inj NOS,Open fracture of sacrum and coccyx with unspecified spinal cord injury
13313,13314,80671,Fx sacr-op/cauda equ les,Open fracture of sacrum and coccyx with complete cauda equina lesion
13314,13315,80672,Fx sacr-op/cauda inj NEC,Open fracture of sacrum and coccyx with other cauda equina injury
13315,13316,80679,Fx sacrum-op/crd inj NEC,Open fracture of sacrum and coccyx with other spinal cord injury
13316,13317,8068,Vert fx NOS-cl w crd inj,Closed fracture of unspecified vertebral column with spinal cord injury
13317,13318,8069,Vert fx NOS-op w crd inj,Open fracture of unspecified vertebral column with spinal cord injury
13318,13319,V1041,Hx-cervical malignancy,Personal history of malignant neoplasm of cervix uteri
13319,13320,V1042,Hx-uterus malignancy NEC,Personal history of malignant neoplasm of other parts of uterus
13320,13321,V1043,Hx of ovarian malignancy,Personal history of malignant neoplasm of ovary
13321,13322,V1044,Hx-female genit malg NEC,Personal history of malignant neoplasm of other female genital organs
13322,13323,V1045,Hx-male genit malig NOS,"Personal history of malignant neoplasm of male genital organ, unspecified"
13323,13324,V1046,Hx-prostatic malignancy,Personal history of malignant neoplasm of prostate
13324,13325,V1047,Hx-testicular malignancy,Personal history of malignant neoplasm of testis
13325,13326,V1048,Hx-epididymis malignancy,Personal history of malignant neoplasm of epididymis
13326,13327,V1049,Hx-male genit malig NEC,Personal history of malignant neoplasm of other male genital organs
13327,13328,V1050,Hx-urinary malignan NOS,"Personal history of malignant neoplasm of urinary organ, unspecified"
13328,13329,V1051,Hx of bladder malignancy,Personal history of malignant neoplasm of bladder
13329,13330,V1052,Hx of kidney malignancy,Personal history of malignant neoplasm of kidney
13330,13331,V1053,Hx malig renal pelvis,Personal history of malignant neoplasm of renal pelvis
13331,13332,V1059,Hx-urinary malignan NEC,Personal history of malignant neoplasm of other urinary organs
13332,13333,V1060,Hx of leukemia NOS,"Personal history of leukemia, unspecified"
13333,13334,8830,Open wound of finger,"Open wound of finger(s), without mention of complication"
13334,13335,8831,Open wound finger-compl,"Open wound of finger(s), complicated"
13335,13336,8832,Open wnd finger w tendon,"Open wound of finger(s), with tendon involvement"
13336,13337,8840,Open wound arm mult/NOS,"Multiple and unspecified open wound of upper limb, without mention of complication"
13337,13338,8841,Open wound arm NOS-compl,"Multiple and unspecified open wound of upper limb, complicated"
13338,13339,8842,Opn wnd arm NOS w tendon,"Multiple and unspecified open wound of upper limb, with tendon involvement"
13339,13340,8850,Amputation thumb,"Traumatic amputation of thumb (complete)(partial), without mention of complication"
13340,13341,8851,Amputation thumb-compl,"Traumatic amputation of thumb (complete)(partial), complicated"
13341,13342,8860,Amputation finger,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication"
13342,13343,8861,Amputation finger-compl,"Traumatic amputation of other finger(s) (complete) (partial), complicated"
13343,13344,8870,"Amput below elb, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
13344,13345,8871,"Amp below elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
13345,13346,8872,"Amput abv elbow, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication"
13346,13347,8873,"Amput abv elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated"
13347,13348,8874,"Amputat arm, unilat NOS","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, without mention of complication"
13348,13349,8875,"Amput arm, unil NOS-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated"
13349,13350,8876,"Amputation arm, bilat","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], without mention of complication"
13350,13351,8877,"Amputat arm, bilat-compl","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], complicated"
13351,13352,94881,80-89% bdy brn/10-19% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 10-19%"
13352,13353,94882,80-89% bdy brn/20-29% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 20-29%"
13353,13354,94883,80-89% bdy brn/30-39% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 30-39%"
13354,13355,94884,80-89% bdy brn/40-49% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 40-49%"
13355,13356,94885,80-89% bdy brn/50-59% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 50-59%"
13356,13357,94886,80-89% bdy brn/60-69% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 60-69%"
13357,13358,94887,80-89% bdy brn/70-79% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 70-79%"
13358,13359,94888,80-89% bdy brn/80-89% 3d,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, 80-89%"
13359,13360,94890,90% + bdy brn/3d deg NOS,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, less than 10 percent or unspecified"
13360,13361,94891,90% + bdy brn/10-19% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 10-19%"
13361,13362,94892,90% + bdy brn/20-29% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 20-29%"
13362,13363,94893,90% + bdy brn/30-39% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 30-39%"
13363,13364,94894,90% + bdy brn/40-49% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 40-49%"
13364,13365,94895,90% + bdy brn/50-59% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 50-59%"
13365,13366,94896,90% + bdy brn/60-69% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 60-69%"
13366,13367,94897,90% + bdy brn/70-79% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 70-79%"
13367,13368,94898,90% + bdy brn/80-89% 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 80-89%"
13368,13369,94899,90% + bdy brn/90% + 3rd,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 90% or more of body surface"
13369,13370,9490,Burn NOS,"Burn of unspecified site, unspecified degree"
13370,13371,9491,1st degree burn NOS,"Erythema [first degree], unspecified site"
13371,13372,9492,2nd degree burn NOS,"Blisters, epidermal loss [second degree], unspecified site"
13372,13373,9493,3rd degree burn NOS,Full-thickness skin loss [third degree nos]
