,row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
11319,14507,226746,ApacheII chronic health,ApacheII chronic health,metavision,chartevents,Scores - APACHE II,,Text,
11320,14508,226747,APACHEII-Chronic health points,APACHEII-Chp,metavision,chartevents,Scores - APACHE II,,Text,
11321,14509,226748,APACHEII-Renal failure,APACHEII-Renal failure,metavision,chartevents,Scores - APACHE II,,Checkbox,
11322,14510,226749,ChpApacheIIScore,ChpApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11323,14511,226750,Chronic Dilaysis,Chronic Dilaysis,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11324,14512,226751,CreatinineApacheIIScore,CreatinineApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11325,14513,226752,CreatinineApacheIIValue,CreatinineApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11326,14514,226753,DswfApacheScore,DswfApacheScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11327,14515,226754,FiO2ApacheIIValue,FiO2ApacheIIValue,metavision,chartevents,Scores - APACHE II,%,Numeric,
11328,14516,226755,GcsApacheIIScore,GcsApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11329,14517,226756,GCSEyeApacheIIValue,GCSEyeApacheIIValue,metavision,chartevents,Scores - APACHE II,,Text,
11330,14518,226757,GCSMotorApacheIIValue,GCSMotorApacheIIValue,metavision,chartevents,Scores - APACHE II,,Text,
11331,14519,226758,GCSVerbalApacheIIValue,GCSVerbalApacheIIValue,metavision,chartevents,Scores - APACHE II,,Text,
11332,14520,226759,HCO3ApacheIIValue,HCO3ApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11333,14521,226760,HCO3Score,HCO3Score,metavision,chartevents,Scores - APACHE II,None,Numeric,
11334,14522,226761,HematocritApacheIIScore,HematocritApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11335,14523,226762,HematocritApacheIIValue,HematocritApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11336,14524,226763,HrApacheIIScore,HrApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11337,14525,226764,HrApacheIIValue,HrApacheIIValue,metavision,chartevents,Scores - APACHE II,bpm,Numeric,
11338,14526,226765,MapApacheIIScore,MapApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11339,14527,226766,MapApacheIIValue,MapApacheIIValue,metavision,chartevents,Scores - APACHE II,mmHg,Numeric,
11340,14528,226767,OxygenApacheIIScore,OxygenApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11341,14529,226768,PhApacheIIScore,PhApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11342,14530,226769,PHApacheIIValue,PHApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11343,14531,226770,PO2ApacheIIValue,PO2ApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11344,14532,226771,PotassiumApacheIIScore,PotassiumApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11345,14533,226772,PotassiumApacheIIValue,PotassiumApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11346,14534,226773,RrApacheIIScore,RrApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11347,14535,226774,RRApacheIIValue,RRApacheIIValue,metavision,chartevents,Scores - APACHE II,insp/min,Numeric,
11348,14536,226775,SodiumApacheIIScore,SodiumApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11349,14537,226776,SodiumApacheIIValue,SodiumApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11350,14538,226777,TempApacheIIScore,TempApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11351,14539,226778,TempApacheIIValue,TempApacheIIValue,metavision,chartevents,Scores - APACHE II,?F,Numeric,
11352,14540,226779,WbcApacheIIScore,WbcApacheIIScore,metavision,chartevents,Scores - APACHE II,None,Numeric,
11353,14541,226780,WBCApacheIIValue,WBCApacheIIValue,metavision,chartevents,Scores - APACHE II,None,Numeric,
11354,14542,226586,Stool Estimate,Stool Estimate,metavision,outputevents,Output,,Text,
11355,14543,226588,Chest Tube #1,Chest Tube #1,metavision,outputevents,Output,mL,Numeric,
11356,14544,226589,Chest Tube #2,Chest Tube #2,metavision,outputevents,Output,mL,Numeric,
11357,14545,226590,L Pleural #1,L Pleural #1,metavision,outputevents,Output,mL,Numeric,
11358,14546,226591,L Pleural #2,L Pleural #2,metavision,outputevents,Output,mL,Numeric,
11359,14547,226592,Mediastinal,Mediastinal,metavision,outputevents,Output,mL,Numeric,
11360,14548,226593,R Pleural #1,R Pleural #1,metavision,outputevents,Output,mL,Numeric,
11361,14549,226595,R Pleural #2,R Pleural #2,metavision,outputevents,Output,mL,Numeric,
11362,14550,226597,JP Medial,JP Medial,metavision,outputevents,Drains,mL,Numeric,
11363,14551,226598,JP Lateral,JP Lateral,metavision,outputevents,Drains,mL,Numeric,
11364,14552,226599,Jackson Pratt #1,Jackson Pratt #1,metavision,outputevents,Drains,mL,Numeric,
11365,14553,226600,Jackson Pratt #2,Jackson Pratt #2,metavision,outputevents,Drains,mL,Numeric,
11366,14554,226601,Jackson Pratt #3,Jackson Pratt #3,metavision,outputevents,Drains,mL,Numeric,
11367,14555,226602,Jackson Pratt #4,Jackson Pratt #4,metavision,outputevents,Drains,mL,Numeric,
11368,14556,226603,T Tube,T Tube,metavision,outputevents,Drains,mL,Numeric,
11369,14557,226604,Hemovac #1,Hemovac #1,metavision,outputevents,Drains,mL,Numeric,
11370,14558,226605,Hemovac #2,Hemovac #2,metavision,outputevents,Drains,mL,Numeric,
11371,14559,226606,Cerebral Ventricular #1,Cerebral Ventricular #1,metavision,outputevents,Drains,mL,Numeric,
11372,14560,226607,Cerebral Ventricular #2,Cerebral Ventricular #2,metavision,outputevents,Drains,mL,Numeric,
11373,14561,226608,Cerebral Subdural #1,Cerebral Subdural #1,metavision,outputevents,Drains,mL,Numeric,
11374,14562,226609,Cerebral Subdural #2,Cerebral Subdural #2,metavision,outputevents,Drains,mL,Numeric,
11375,14563,226610,Lumbar,Lumbar,metavision,outputevents,Drains,mL,Numeric,
11376,14564,226612,Pericardial,Pericardial,metavision,outputevents,Drains,mL,Numeric,
11377,14565,226613,Wound Vac #1,Wound Vac #1,metavision,outputevents,Drains,mL,Numeric,
11378,14566,226614,Wound Vac #2,Wound Vac #2,metavision,outputevents,Drains,mL,Numeric,
11379,14567,226616,Anderson,Anderson,metavision,outputevents,Drains,mL,Numeric,
11380,14568,226617,Sump #1,Sump #1,metavision,outputevents,Drains,mL,Numeric,
11381,14569,226618,Sump #2,Sump #2,metavision,outputevents,Drains,mL,Numeric,
11382,14570,226619,Pigtail #1,Pigtail #1,metavision,outputevents,Drains,mL,Numeric,
11383,14571,226620,Pigtail #2,Pigtail #2,metavision,outputevents,Drains,mL,Numeric,
11384,14572,226621,Davol,Davol,metavision,outputevents,Drains,mL,Numeric,
11385,14573,226622,Red Rubber,Red Rubber,metavision,outputevents,Drains,mL,Numeric,
11386,14574,227066,Cerebral Perfusion Pressure,CPP,metavision,chartevents,Hemodynamics,mmHg,Numeric,
11387,14575,227070,PACU Packed RBC Intake,PACU Packed RBC Intake,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,
11388,14576,227071,PACU Platelet Intake,PACU Platelet Intake,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,
11389,14577,227072,PACU FFP Intake,PACU FFP Intake,metavision,inputevents_mv,Blood Products/Colloids,mL,Solution,
11390,14578,227073,Anion gap,Anion gap,metavision,chartevents,Labs,None,Numeric,
11391,14579,227088,Admit from,Admit from,metavision,chartevents,General,,Text,
11392,14580,227089,Discharge to,Discharge to,metavision,chartevents,General,,Text,
11393,14581,227090,Lipids 10%,Lipids 10%,metavision,inputevents_mv,Nutrition - Parenteral,mL,Solution,
11394,14582,227091,Ensure (1/4),Ensure (1/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11395,14583,227092,Ensure Plus (1/4),Ensure Plus (1/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11396,14584,227100,Catheter insertion length (PICC),Catheter insertion length (PICC),metavision,chartevents,PICC Line Insertion,cm,Numeric,
11397,14585,227105,Catheter insertion length (CVL),Catheter insertion length (CVL),metavision,chartevents,CVL Insertion,cm,Numeric,
11398,14586,227111,PCA  dose units,PCA dose units,metavision,chartevents,Pain/Sedation,,Text,
11399,14587,227113,PCA 1 hour limit units,PCA 1 hour limit units,metavision,chartevents,Pain/Sedation,,Text,
11400,14588,227115,PCA bolus units,PCA bolus units,metavision,chartevents,Pain/Sedation,,Text,
11401,14589,227117,PCA total dose units,PCA total dose units,metavision,chartevents,Pain/Sedation,,Text,
11402,14590,227119,Epidural Location,Epidural Location,metavision,chartevents,Pain/Sedation,,Text,
11403,14591,227120,Motor Deficit,Motor Deficit,metavision,chartevents,Pain/Sedation,,Text,
11404,14592,227121,Pupil Response Right,Pupil Response R,metavision,chartevents,Neurological,,Text,
11405,14593,227122,Neuro Drain Landmark,Neuro Drain Landmark,metavision,chartevents,Neurological,,Text,
11406,14594,227124,Dialysis Catheter Type,Dialysis Catheter Type,metavision,chartevents,Access Lines - Invasive,,Text,
11407,14595,227125,Indwelling (PortaCath) Port Type,Indwelling (PortaCath) Port Type,metavision,chartevents,Access Lines - Invasive,,Text,
11408,14596,227126,Indwelling (PortaCath) Port #1 Date Accessed,Indwelling (PortaCath) Port #1 Date Accessed,metavision,datetimeevents,Access Lines - Invasive,,Date time,
11409,14597,227127,Indwelling (PortaCath) Port #1,Indwelling (PortaCath) Port #1,metavision,chartevents,Access Lines - Invasive,,Text,
11410,14598,227128,Indwelling (PortaCath) Port #2,Indwelling (PortaCath) Port #2,metavision,chartevents,Access Lines - Invasive,,Text,
11411,14599,227129,Pheresis Catheter Type,Pheresis Catheter Type,metavision,chartevents,Access Lines - Invasive,,Text,
11412,14600,227130,Trach Care,Trach Care,metavision,chartevents,Respiratory,,Checkbox,
11413,14601,227131,Cont. Neb Med Dose,Cont. Neb Med Dose,metavision,chartevents,Respiratory,,Text,
11414,14602,227133,Small Volume Neb Drug #2,SV Neb Drug #2,metavision,chartevents,Respiratory,,Text,
11415,14603,227134,ATC Tube #,ATC Tube #,metavision,chartevents,Respiratory,,Text,
11416,14604,227187,Pinsp (Draeger only),Pinsp (Draeger only),metavision,chartevents,Respiratory,cmH2O,Numeric,
11417,14605,227194,Extubation,Extubation,metavision,procedureevents_mv,1-Intubation/Extubation,None,Process,
11418,14606,227197,Indwelling (PortaCath) Port #2 Date Accessed,Indwelling (PortaCath) Port #2 Date Accessed,metavision,datetimeevents,Access Lines - Invasive,,Date time,
11419,14607,227198,Indwelling (PortaCath) Port #1 Date De-accessed,Indwelling (PortaCath) Port #1 Date De-accessed,metavision,datetimeevents,Access Lines - Invasive,,Date time,
11420,14608,227199,Indwelling (PortaCath) Port #2 Date De-accessed,Indwelling (PortaCath) Port #2 Date De-accessed,metavision,datetimeevents,Access Lines - Invasive,,Date time,
11421,14609,227210,Propofol (Intubation),Propofol (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11422,14610,227211,Ketamine (Intubation),Ketamine (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11423,14611,227212,Etomidate (Intubation),Etomidate (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11424,14612,227213,Vecuronium (Intubation),Vecuronium (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11425,14613,227214,Cis-atracurium (Intubation),Cis-atracurium (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11426,14614,227215,Succynlocholine (Intubation),Succynlocholine (Intubation),metavision,chartevents,Intubation,mg,Numeric,
11427,14615,227239,ABP Alarm Source,ABP Alarm Source,metavision,chartevents,Alarms,,Text,
11428,14616,227240,NBP Alarm Source,NBP Alarm Source,metavision,chartevents,Alarms,,Text,
11429,14617,227241,PAP Alarm Source,PAP Alarm Source,metavision,chartevents,Alarms,,Text,
11430,14618,227242,Manual Blood Pressure Diastolic Right,Manual BPd R,metavision,chartevents,Routine Vital Signs,mmHg,Numeric,
11431,14619,227243,Manual Blood Pressure Systolic Right,Manual BPs R,metavision,chartevents,Routine Vital Signs,mmHg,Numeric,
11432,14620,227287,O2 Flow (additional cannula),O2 Flow (additional cannula),metavision,chartevents,Respiratory,L/min,Numeric,
11433,14621,227288,Pupil Response Left,Pupil Response L,metavision,chartevents,Neurological,,Text,
11434,14622,227290,CRRT mode,CRRT mode,metavision,chartevents,Dialysis,,Text,
11435,14623,227292,Arterial Line Dressing Occlusive,Arterial Line Dressing Occlusive,metavision,chartevents,Access Lines - Invasive,,Checkbox,
11436,14624,227293,Multi Lumen Dressing Occlusive,Multi Lumen Dressing Occlusive,metavision,chartevents,Access Lines - Invasive,,Checkbox,
11437,14625,226814,Known difficult intubation,Known difficult intubation,metavision,chartevents,Respiratory,,Text,
11438,14626,226815,Airway problems,Airway problems,metavision,chartevents,Respiratory,,Text,
11439,14627,226846,Feeding Weight,Feeding Weight,metavision,chartevents,General,kg,Numeric,
11440,14628,226849,RA (mean) pressure (PA Line),RA (mean) pressure (PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11441,14629,226850,RV systolic pressure(PA Line),RV systolic pressure(PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11442,14630,226851,RV diastolic pressure(PA Line),RV diastolic pressure(PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11443,14631,226852,PA systolic pressure(PA Line),PA systolic pressure(PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11444,14632,226853,PA diastolic pressure(PA Line),PA diastolic pressure(PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11445,14633,226854,PCWP (v wave) (PA Line),PCWP (v wave) (PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11446,14634,226855,PCWP (mean) (PA Line),PCWP (mean) (PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11447,14635,226857,PA mean pressure (PA Line),PA mean pressure (PA Line),metavision,chartevents,PA Line Insertion,mmHg,Numeric,
11448,14636,226858,CO pressure (PA Line),CO pressure (PA Line),metavision,chartevents,PA Line Insertion,L/min,Numeric,
11449,14637,226859,CI pressure (PA Line),CI pressure (PA Line),metavision,chartevents,PA Line Insertion,L/min/m2,Numeric,
11450,14638,226860,RA %O2 Saturation (PA Line),RA %O2 Saturation (PA Line),metavision,chartevents,PA Line Insertion,%,Numeric,
11451,14639,226861,ART %O2 saturation (PA Line),ART %O2 saturation (PA Line),metavision,chartevents,PA Line Insertion,%,Numeric,
11452,14640,226862,PA %O2 Saturation (PA Line),PA %O2 Saturation (PA Line),metavision,chartevents,PA Line Insertion,%,Numeric,
11453,14641,226863,PVR %O2 Saturation (PA Line),PVR %O2 Saturation (PA Line),metavision,chartevents,PA Line Insertion,dynes*sec/cm5,Numeric,
11454,14642,226865,SVR %O2 Saturation (PA Line),SVR %O2 Saturation (PA Line),metavision,chartevents,PA Line Insertion,dynes*sec/cm5,Numeric,
11455,14643,226871,Expiratory Ratio,Expiratory Ratio,metavision,chartevents,Respiratory,None,Numeric,
11456,14644,226873,Inspiratory Ratio,Inspiratory Ratio,metavision,chartevents,Respiratory,None,Numeric,
11457,14645,226875,Ensure (3/4),Ensure (3/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11458,14646,226876,Ensure (1/2),Ensure (1/2),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11459,14647,226877,Ensure Plus (Full),Ensure Plus (Full),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11460,14648,226878,Ensure Plus (3/4),Ensure Plus (3/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11461,14649,226879,Ensure Plus (1/2),Ensure Plus (1/2),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11462,14650,226880,Nutren Pulmonary (Full),Nutren Pulmonary (Full),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11463,14651,226881,Nutren Pulmonary (3/4),Nutren Pulmonary (3/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11464,14652,226882,Nutren Pulmonary (1/2),Nutren Pulmonary (1/2),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11465,14653,226889,Legal Guardian,Legal Guardian,metavision,chartevents,General,,Checkbox,
11466,14654,226892,Re-admit < 48 hours,Re-admit < 48 hours,metavision,chartevents,General,,Checkbox,
11467,14655,226893,Coefficient Hospital Mortality,Coefficient Hospital Mortality,metavision,chartevents,Scores - APACHE IV (2),,Text,
11468,14656,226894,Coefficient ICU length of stay,Coefficient ICU length of stay,metavision,chartevents,Scores - APACHE IV (2),,Text,
11469,14657,226979,Admission location,Admission location,metavision,chartevents,Scores - APACHE IV (2),,Text,
11470,14658,226980,AgeScore_ApacheIV,AgeScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11471,14659,226981,Albumin_ApacheIV,Albumin_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11472,14660,226982,AlbuminScore_ApacheIV,AlbuminScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11473,14661,226983,Apache IV A-aDO2,Apache IV A-aDO2,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11474,14662,226984,Apache IV Age,Apache IV Age,metavision,chartevents,Scores - APACHE IV (2),years,Numeric,
11475,14663,226985,APACHE IV diagnosis choice 1,APACHE IV diagnosis choice 1,metavision,chartevents,Scores - APACHE IV,,Text,
11476,14664,226986,APACHE IV diagnosis choice 2,APACHE IV diagnosis choice 2,metavision,chartevents,Scores - APACHE IV,,Text,
11477,14665,226987,APACHE IV diagnosis,APACHE IV diagnosis,metavision,chartevents,Scores - APACHE IV,,Text,
11478,14666,226988,APACHE IV main groups non-operative,APACHE IV main group non-operatives,metavision,chartevents,Scores - APACHE IV,,Text,
11479,14667,226989,APACHE IV main groups operative,APACHE IV main group operative,metavision,chartevents,Scores - APACHE IV,,Text,
11480,14668,226990,Apache IV PaFiRatio,Apache IV PaFiRatio,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11481,14669,226991,APACHEIII,APACHEIII,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11482,14670,226993,ApacheIV_LOS,ApacheIV_LOS,metavision,chartevents,Scores - APACHE IV (2),%,Numeric,
11483,14671,226994,ApacheIV_Mortality prediction,ApacheIV_Mortality prediction,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11484,14672,226995,ApacheIV_Natural antilog,ApacheIV_Natural antilog,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11485,14673,226996,APS,APS,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11486,14674,226997,ARF,ARF,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11487,14675,226998,Bilirubin_ApacheIV,Bilirubin_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11488,14676,226999,BiliScore_ApacheIV,BiliScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11489,14677,227000,BUN_ApacheIV,BUN_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11490,14678,227001,BunScore_ApacheIV,BunScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11491,14679,227002,CABG Patient,CABG Patient,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11492,14680,227003,Chronic health on admission,Chronic health on admission,metavision,chartevents,Scores - APACHE IV (2),,Text,
11493,14681,227004,ChronicScore_ApacheIV,ChronicScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11494,14682,227005,Creatinine_ApacheIV,Creatinine_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11495,14683,227006,CreatScore_ApacheIV,CreatScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11496,14684,227007,Diabetes,Diabetes,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11497,14685,227008,Ejection Fraction,Ejection Fraction,metavision,chartevents,Scores - APACHE IV (2),%,Numeric,
11498,14686,227009,FiO2_ApacheIV_old,FiO2_ApacheIV_old,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11499,14687,227010,FiO2_ApacheIV,FiO2_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),%,Numeric,
11500,14688,227011,GCSEye_ApacheIV,GCSEye_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),,Text,
11501,14689,227012,GCSMotor_ApacheIV,GCSMotor_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),,Text,
11502,14690,227013,GcsScore_ApacheIV,GcsScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11503,14691,227014,GCSVerbal_ApacheIV,GCSVerbal_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),,Text,
11504,14692,227015,Glucose_ApacheIV,Glucose_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11505,14693,227016,GlucoseScore_ApacheIV,GlucoseScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11506,14694,227017,Hematocrit_ApacheIV,Hematocrit_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11507,14695,227018,HR_ApacheIV,HR_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),bpm,Numeric,
11508,14696,227019,HrScore_ApacheIV,HrScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11509,14697,227020,HtScore_ApacheIV,HtScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11510,14698,227021,Intubated_ApacheIV,Intubated_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11511,14699,227022,LOS pre-ICU admission,LOS pre-ICU admission,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11512,14700,227023,MAP_ApacheIV,MAP_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),mmHg,Numeric,
11513,14701,227024,MapScore_ApacheIV,MapScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11514,14702,227025,Non-Operative Cardiovascular (CARDIOVASC),Cardiovascular Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11515,14703,227026,Non-Operative Gastrointestinal (GI),Gastrointestinal Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11516,14704,227027,Non-Operative Genitourinary (GENITOURIN),Genitourinary Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11517,14705,227028,Non-Operative Hematology (HEMATO),Hematology Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11518,14706,227029,Non-Operative Metabolic/Endocrine (METAB/ENDO),Metabolic/Endocrine Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11519,14707,227030,Non-Operative Musculoskeletal/Skin (MUSKELSKIN),Musculoskeletal/Skin Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11520,14708,227031,Non-Operative Neurologic (NEUROLOGIC),Neurologic Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11521,14709,227032,Non-Operative Respiratory (RESPIRAT),Respiratory Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11522,14710,227033,Non-Operative Transplant (TRANSPLANT),Transplant Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11523,14711,227034,Non-Operative Trauma (TRAUMA),Trauma Non-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11524,14712,227035,OxygenScore_ApacheIV,OxygenScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11525,14713,227036,PCO2_ApacheIV,PCO2_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11526,14714,227037,PH_ApacheIV,PH_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11527,14715,227038,PHPaCO2Score_ApacheIV,PHPaCO2Score_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11528,14716,227039,PO2_ApacheIV,PO2_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),mmHg,Numeric,
11529,14717,227040,Post-Operative Cardiovascular (CARDIOVASC),Cardiovascular Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11530,14718,227041,Post-Operative Gastrointestinal (GI),Gastrointestinal Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11531,14719,227042,Post-Operative Genitourinary (GENITOURIN),Genitourinary Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11532,14720,227043,Post-Operative Hematology (HEMATO),Hematology Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11533,14721,227044,Post-Operative Metabolic/Endocrine (METAB/ENDO),Metabolic/Endocrine Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11534,14722,227045,Post-Operative Musculoskeletal/Skin (MUSKELSKIN),Musculoskeletal/Skin Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11535,14723,227046,Post-Operative Neurologic (NEUROLOGIC),Neurologic Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11536,14724,227047,Post-Operative Respiratory (RESPIRAT),Respiratory Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11537,14725,227048,Post-Operative Transplant (TRANSPLANT),Transplant Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11538,14726,227049,Post-Operative Trauma (TRAUMA),Trauma Post-Operative,metavision,chartevents,Scores - APACHE IV,,Text,
11539,14727,227050,RR_ApacheIV,RR_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),insp/min,Numeric,
11540,14728,227051,RRScore_ApacheIV,RRScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11541,14729,227052,Sodium_ApacheIV,Sodium_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11542,14730,227053,SodiumScore_ApacheIV,SodiumScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11543,14731,227054,TemperatureF_ApacheIV,TemperatureF_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),?F,Numeric,
11544,14732,227055,TempScore_ApacheIV,TempScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11545,14733,227056,Thrombolytic therapy,Thrombolytic therapy,metavision,chartevents,Scores - APACHE IV,,Checkbox,
11546,14734,227057,Type of admission,Type of admission,metavision,chartevents,Scores - APACHE IV,,Text,
11547,14735,227059,UrineScore_ApacheIV,UrineScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11548,14736,227060,Use A-aDO2,Use A-aDO2,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
11549,14737,227061,Ventilated at any time during ICU Day 1,Ventilated at any time during ICU Day 1,metavision,chartevents,Scores - APACHE IV,,Checkbox,
11550,14738,227062,WBC_ApacheIV,WBC_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11551,14739,227063,WBCScore_ApacheIV,WBCScore_ApacheIV,metavision,chartevents,Scores - APACHE IV (2),None,Numeric,
11552,14740,227369,22 Gauge Dressing Occlusive,22 Gauge Dressing Occlusive,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
11553,14741,227370,Peptamen VHP (Full),Peptamen VHP (Full),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
11554,14742,227371,Peptamen VHP (3/4),Peptamen VHP (3/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
